t, tp, r, y, u, dtp, dt
   0.000,    0.000,   96.090,    0.000,    0.000, 1844.000,    5.000
   0.083, 82912.000,   99.800,    0.000,    0.000, 5000.000,   82.652
   0.108, 103816.000,   99.800,    0.000,    0.000, 5000.000,   25.731
   0.125, 130744.000,   99.800,    0.000,    0.000, 3976.000,   17.085
   0.140, 143696.000,   99.800,    0.000,    0.000, 5000.000,   15.026
   0.155, 158696.000,   99.800,    0.000,    0.000, 5000.000,   14.698
   0.160, 162672.000,   99.800,    0.000,    0.000, 3976.000,    4.729
   0.163, 166660.000,   99.800,    0.000,    0.000, 3988.000,    2.628
   0.175, 174600.000,   99.800,    0.000,    0.000, 3976.000,   12.692
   0.191, 189600.000,   99.800,    0.000,   -0.000, 5000.000,   15.856
   0.206, 202552.000,   99.900,    0.000,    8.000, 3976.000,   15.311
   0.235, 214480.000,   99.800,    0.000,   20.000, 3976.000,   28.720
   0.239, 234480.000,   99.710,    0.070,   20.000, 4984.000,    3.471
   0.254, 246408.000,   99.800,    0.070,    0.000, 3976.000,   15.360
   0.275, 265384.000,   99.800,    0.400,    0.000, 5000.000,   21.352
   0.290, 278340.000,   99.800,    0.660,    0.000, 3980.000,   14.769
   0.294, 282312.000,   99.800,    0.790,    0.000, 3972.000,    4.272
   0.298, 286288.000,   99.800,    0.860,    0.000, 3976.000,    4.024
   0.303, 290264.000,   99.800,    1.050,    0.000, 3976.000,    4.350
   0.308, 295276.000,   99.800,    1.120,    0.000, 5012.000,    5.238
   0.310, 300264.000,   99.800,    1.320,    0.000, 4988.000,    1.964
   0.319, 305264.000,   99.800,    1.380,   -0.000, 5000.000,    8.643
   0.324, 310264.000,   99.800,    1.580,   -0.000, 5000.000,    5.828
   0.326, 314240.000,   99.800,    1.650,   -0.000, 3976.000,    1.983
   0.330, 318224.000,   99.800,    1.850,    8.000, 3984.000,    3.896
   0.339, 322192.000,   99.800,    1.910,    8.000, 3968.000,    9.176
   0.343, 326168.000,   99.800,    2.110,    0.000, 3976.000,    3.884
   0.347, 330144.000,   99.800,    2.180,    0.000, 3976.000,    4.120
   0.351, 335144.000,   99.800,    2.370,    0.000, 5000.000,    3.999
   0.355, 340144.000,   99.800,    2.440,    0.000, 5000.000,    3.127
   0.365, 345144.000,   99.800,    2.640,   -0.000, 5000.000,   10.004
   0.368, 349120.000,   99.800,    2.770,   -0.000, 3976.000,    3.789
   0.372, 353096.000,   99.800,    2.900,   -0.000, 3976.000,    3.407
   0.378, 357072.000,   99.800,    3.030,    8.000, 3976.000,    5.962
   0.385, 361048.000,   99.800,    3.160,    0.000, 3976.000,    7.014
   0.388, 365024.000,   99.800,    3.230,    0.000, 3976.000,    3.020
   0.393, 370024.000,   99.800,    3.430,    0.000, 5000.000,    4.948
   0.396, 375024.000,   99.800,    3.490,    0.000, 5000.000,    3.062
   0.402, 380024.000,   99.800,    3.560,    0.000, 5000.000,    6.081
   0.408, 385024.000,   99.800,    3.690,    0.000, 5000.000,    6.361
   0.412, 389000.000,   99.800,    3.760,    0.000, 3976.000,    4.185
   0.417, 392976.000,   99.800,    3.820,    0.000, 3976.000,    5.082
   0.422, 396952.000,   99.800,    3.960,    0.000, 3976.000,    4.083
   0.430, 400928.000,   99.800,    4.020,    0.000, 3976.000,    7.998
   0.434, 404904.000,   99.800,    4.090,    0.000, 3976.000,    4.223
   0.437, 409904.000,   99.800,    4.220,    0.000, 5000.000,    3.274
   0.442, 414904.000,   99.800,    4.220,    0.000, 5000.000,    4.810
   0.445, 419904.000,   99.800,    4.280,    0.000, 5000.000,    3.186
   0.455, 423880.000,   99.800,    4.280,    8.000, 3976.000,    9.742
   0.458, 427856.000,   99.800,    4.350,   20.000, 3976.000,    3.340
   0.462, 431832.000,   99.800,    4.350,   20.000, 3976.000,    4.066
   0.467, 435808.000,   99.900,    4.350,   20.000, 3976.000,    4.441
   0.471, 439784.000,   99.800,    4.350,    0.000, 3976.000,    3.967
   0.478, 444784.000,   99.800,    4.350,    0.000, 5000.000,    7.140
   0.482, 449784.000,   99.800,    4.480,    0.000, 5000.000,    3.870
   0.486, 454784.000,   99.800,    4.480,    0.000, 5000.000,    4.101
   0.492, 459784.000,   99.800,    4.480,    0.000, 5000.000,    5.955
   0.500, 463760.000,   99.800,    4.350,    0.000, 3976.000,    8.253
   0.504, 467736.000,   99.800,    4.350,    0.000, 3976.000,    4.293
   0.506, 471712.000,   99.800,    4.350,    0.000, 3976.000,    2.226
   0.510, 475688.000,   99.800,    4.350,    0.000, 3976.000,    3.938
   0.514, 479664.000,   99.800,    4.350,    0.000, 3976.000,    3.868
   0.524, 484664.000,   99.800,    4.280,    0.000, 5000.000,    9.413
   0.528, 489664.000,   99.800,    4.280,    0.000, 5000.000,    4.003
   0.532, 494664.000,   99.800,    4.280,    0.000, 5000.000,    3.966
   0.536, 498640.000,   99.800,    4.220,    0.000, 3976.000,    3.961
   0.544, 502616.000,   99.800,    4.220,    8.000, 3976.000,    8.199
   0.548, 506592.000,   99.800,    4.090,   20.000, 3976.000,    3.969
   0.552, 510568.000,   99.900,    4.020,   20.000, 3976.000,    4.015
   0.556, 514544.000,   99.800,    3.960,   20.000, 3976.000,    4.555
   0.559, 518520.000,   99.800,    3.820,    0.000, 3976.000,    2.858
   0.570, 523520.000,   99.800,    3.760,    0.000, 5000.000,   10.567
   0.572, 528520.000,   99.800,    3.760,    0.000, 5000.000,    1.790
   0.578, 533520.000,   99.800,    3.690,    0.000, 5000.000,    6.278
   0.586, 537496.000,   99.800,    3.560,    0.000, 3976.000,    7.848
   0.590, 541472.000,   99.800,    3.560,    0.000, 3976.000,    3.987
   0.594, 545448.000,   99.800,    3.490,   -0.000, 3976.000,    3.838
   0.598, 549424.000,   99.800,    3.430,   -0.000, 3976.000,    4.415
   0.601, 553400.000,   99.800,    3.300,   -0.000, 3976.000,    3.255
   0.605, 558400.000,   99.800,    3.230,    8.000, 5000.000,    3.457
   0.612, 563404.000,   99.800,    3.160,    0.000, 5004.000,    7.830
   0.618, 568400.000,   99.800,    3.160,    0.000, 4996.000,    6.001
   0.622, 572376.000,   99.800,    2.970,    0.000, 3976.000,    3.769
   0.625, 576352.000,   99.800,    2.900,    0.000, 3976.000,    3.152
   0.629, 580332.000,   99.800,    2.770,    0.000, 3980.000,    4.034
   0.638, 584304.000,   99.800,    2.700,    0.000, 3972.000,    8.156
   0.642, 588280.000,   99.800,    2.640,   -0.000, 3976.000,    4.035
   0.646, 593280.000,   99.800,    2.500,   -0.000, 5000.000,    4.159
   0.650, 598280.000,   99.800,    2.440,    8.000, 5000.000,    4.078
   0.659, 603280.000,   99.800,    2.370,   20.000, 5000.000,    9.320
   0.662, 608280.000,   99.800,    2.240,   20.000, 5000.000,    3.015
   0.667, 612256.000,   99.800,    2.180,   20.000, 3976.000,    4.604
   0.671, 616232.000,   99.800,    2.110,   20.000, 3976.000,    4.049
   0.675, 620208.000,   99.800,    1.980,    0.000, 3976.000,    3.860
   0.684, 624184.000,   99.800,    1.910,    0.000, 3976.000,    9.673
   0.686, 628160.000,   99.800,    1.910,    0.000, 3976.000,    2.118
   0.690, 633160.000,   99.800,    1.850,    0.000, 5000.000,    3.861
   0.694, 638160.000,   99.800,    1.710,    0.000, 5000.000,    4.092
   0.704, 643168.000,   99.800,    1.710,    0.000, 5008.000,    9.557
   0.710, 648160.000,   99.800,    1.650,    0.000, 4992.000,    6.146
   0.715, 652136.000,   99.800,    1.650,    0.000, 3976.000,    5.007
   0.717, 656112.000,   99.800,    1.580,    0.000, 3976.000,    1.863
   0.721, 660088.000,   99.800,    1.580,    8.000, 3976.000,    4.216
   0.735, 668040.000,   99.800,    1.450,   20.000, 3976.000,   14.033
   0.752, 683040.000,   99.800,    1.450,   20.000, 4992.000,   16.554
   0.776, 702920.000,   99.800,    1.710,   20.000, 3976.000,   23.978
   0.791, 717920.000,   99.800,    2.110,   20.000, 5000.000,   15.336
   0.808, 734848.000,   99.800,    3.030,   20.000, 3976.000,   16.434
   0.824, 747800.000,   99.800,    3.960,   20.000, 5000.000,   15.956
   0.826, 752800.000,   99.800,    4.280,   20.000, 5000.000,    2.328
   0.830, 757800.000,   99.800,    4.750,   20.000, 5000.000,    4.024
   0.840, 761776.000,   99.900,    5.140,   20.000, 3976.000,    9.804
   0.843, 765752.000,   99.800,    5.600,    0.000, 3976.000,    3.607
   0.847, 769728.000,   99.800,    6.130,    0.000, 3976.000,    3.648
   0.851, 773704.000,   99.800,    6.590,    0.000, 3976.000,    4.440
   0.855, 777680.000,   99.800,    7.190,    0.000, 3976.000,    3.512
   0.863, 782680.000,   99.800,    7.710,    0.000, 5000.000,    7.703
   0.869, 787680.000,   99.800,    8.240,    0.000, 5000.000,    6.818
   0.873, 792680.000,   99.800,    8.770,    0.000, 5000.000,    3.927
   0.876, 797688.000,   99.800,    9.360,    0.000, 5008.000,    3.101
   0.880, 801656.000,   99.800,   10.020,    0.000, 3968.000,    4.015
   0.888, 805632.000,   99.800,   10.610,    0.000, 3976.000,    7.591
   0.892, 809608.000,   99.800,   11.140,    8.000, 3976.000,    3.730
   0.897, 813588.000,   99.800,   11.670,   20.000, 3980.000,    4.804
   0.901, 817560.000,   99.800,   12.260,   20.000, 3972.000,    4.044
   0.908, 822560.000,   99.800,   12.920,    0.000, 5000.000,    7.226
   0.912, 827560.000,   99.800,   13.320,    0.000, 5000.000,    3.761
   0.916, 832560.000,   99.800,   13.970,    0.000, 5000.000,    4.040
   0.921, 836536.000,   99.800,   14.500,    0.000, 3976.000,    5.637
   0.929, 840512.000,   99.800,   15.030,    0.000, 3976.000,    7.926
   0.933, 844492.000,   99.800,   15.560,    0.000, 3980.000,    3.323
   0.938, 848472.000,   99.800,   16.080,    0.000, 3980.000,    5.724
   0.946, 856416.000,   99.800,   16.940,    0.000, 3976.000,    7.769
   0.953, 861416.000,   99.800,   17.400,    0.000, 5000.000,    6.720
   0.958, 866416.000,   99.800,   17.800,    0.000, 5000.000,    5.343
   0.962, 871416.000,   99.800,   18.060,   -0.000, 5000.000,    3.938
   0.966, 875400.000,   99.800,   18.520,   -0.000, 3984.000,    4.458
   0.977, 883344.000,   99.800,   19.050,    8.000, 3976.000,   10.797
   0.996, 895292.000,   99.800,   19.780,   20.000, 3996.000,   18.529
   1.013, 913224.000,   99.800,   20.170,   20.000, 3976.000,   16.965
   1.031, 925152.000,   99.800,   20.300,   20.000, 3976.000,   18.163
   1.046, 939128.000,   99.800,   20.300,   20.000, 5000.000,   15.231
   1.048, 944136.000,   99.800,   20.300,    0.000, 5008.000,    2.125
   1.051, 948104.000,   99.800,   20.300,    0.000, 3968.000,    2.967
   1.057, 952100.000,   99.800,   20.170,    0.000, 3996.000,    5.782
   1.061, 956056.000,   99.800,   20.100,    0.000, 3956.000,    3.879
   1.068, 960032.000,   99.800,   20.040,    0.000, 3976.000,    6.878
   1.072, 964008.000,   99.800,   19.910,    0.000, 3976.000,    4.016
   1.077, 969008.000,   99.800,   19.840,    0.000, 5000.000,    5.119
   1.083, 974012.000,   99.800,   19.640,    0.000, 5004.000,    5.600
   1.084, 979008.000,   99.800,   19.510,    0.000, 4996.000,    1.822
   1.093, 982984.000,   99.800,   19.310,   -0.000, 3976.000,    9.108
   1.098, 986960.000,   99.800,   19.050,   -0.000, 3976.000,    4.221
   1.102, 990936.000,   99.800,   18.790,   -0.000, 3976.000,    3.848
   1.105, 994912.000,   99.800,   18.520,   -0.000, 3976.000,    3.568
   1.115, 998888.000,   99.800,   18.260,    8.000, 3976.000,    9.697
   1.117, 1002864.000,   99.800,   18.000,    0.000, 3976.000,    2.122
   1.122, 1007864.000,   99.800,   17.670,    0.000, 5000.000,    5.289
   1.127, 1012864.000,   99.800,   17.270,    0.000, 5000.000,    4.466
   1.131, 1017864.000,   99.800,   16.870,    0.000, 5000.000,    3.965
   1.138, 1021840.000,   99.800,   16.480,    0.000, 3976.000,    7.072
   1.142, 1025816.000,   99.800,   16.080,    0.000, 3976.000,    4.434
   1.147, 1029792.000,   99.800,   15.620,    0.000, 3976.000,    4.607
   1.151, 1033768.000,   99.800,   15.100,    0.000, 3976.000,    3.894
   1.165, 1042744.000,   99.800,   14.110,    0.000, 5000.000,   14.505
   1.168, 1047744.000,   99.800,   13.580,    0.000, 5000.000,    2.950
   1.170, 1052744.000,   99.800,   12.990,    0.000, 5000.000,    2.072
   1.175, 1056720.000,   99.800,   12.460,    0.000, 3976.000,    5.237
   1.185, 1060696.000,   99.800,   11.730,    0.000, 3976.000,    9.896
   1.201, 1077624.000,   99.800,    9.230,   -0.000, 5000.000,   15.522
   1.218, 1092624.000,   99.800,    7.190,   -0.000, 5000.000,   16.876
   1.233, 1104552.000,   99.800,    5.010,   -0.000, 3976.000,   15.064
   1.249, 1117504.000,   99.900,    2.700,    8.000, 5000.000,   16.664
   1.266, 1135464.000,   99.800,   -0.200,    0.000, 3984.000,   16.174
   1.281, 1143408.000,   99.800,   -1.580,    0.000, 3976.000,   15.108
   1.285, 1152388.000,   99.800,   -3.030,    0.000, 5004.000,    3.965
   1.288, 1157384.000,   99.800,   -3.630,    0.000, 4996.000,    3.743
   1.298, 1162384.000,   99.800,   -4.220,    0.000, 5000.000,    9.598
   1.302, 1167384.000,   99.800,   -4.940,    0.000, 5000.000,    4.129
   1.307, 1171360.000,   99.800,   -5.540,    0.000, 3976.000,    4.365
   1.311, 1175336.000,   99.800,   -6.200,    0.000, 3976.000,    4.318
   1.331, 1192264.000,   99.800,   -8.370,   -0.000, 5000.000,   19.752
   1.356, 1215216.000,   99.800,  -10.480,   -0.000, 3976.000,   25.053
   1.376, 1232144.000,   99.800,  -11.800,   -0.000, 5000.000,   20.008
   1.391, 1242144.000,   99.800,  -12.130,   -0.000, 5000.000,   15.038
   1.407, 1254076.000,   99.800,  -12.590,   -0.000, 3980.000,   16.598
   1.424, 1272024.000,   99.800,  -12.660,   -0.000, 5000.000,   16.794
   1.440, 1289980.000,   99.800,  -12.330,   -0.000, 3980.000,   15.731
   1.455, 1297928.000,   99.800,  -12.000,   -0.000, 3976.000,   15.358
   1.470, 1316912.000,   99.800,  -10.940,   -0.000, 5008.000,   14.947
   1.478, 1320880.000,   99.800,  -10.550,   -0.000, 3968.000,    8.283
   1.482, 1324856.000,   99.800,  -10.220,   -0.000, 3976.000,    3.999
   1.486, 1328832.000,   99.800,   -9.890,   -0.000, 3976.000,    3.344
   1.490, 1332808.000,   99.800,   -9.430,   -0.000, 3976.000,    4.409
   1.500, 1336784.000,   99.800,   -9.100,    8.000, 3976.000,    9.887
   1.516, 1356784.000,   99.800,   -7.120,    0.000, 4992.000,   16.023
   1.519, 1360760.000,   99.800,   -6.720,    0.000, 3976.000,    2.739
   1.527, 1364736.000,   99.800,   -6.060,    0.000, 3976.000,    8.352
   1.531, 1368712.000,   99.800,   -5.670,    0.000, 3976.000,    4.006
   1.535, 1372688.000,   99.800,   -5.010,    0.000, 3976.000,    3.393
   1.539, 1377704.000,   99.800,   -4.480,    0.000, 5016.000,    4.049
   1.548, 1382688.000,   99.800,   -3.890,    0.000, 4984.000,    9.152
   1.552, 1387688.000,   99.800,   -3.360,    0.000, 5000.000,    3.901
   1.555, 1392688.000,   99.800,   -2.640,    0.000, 5000.000,    2.930
   1.560, 1396664.000,   99.800,   -2.110,    0.000, 3976.000,    5.162
   1.564, 1400640.000,   99.800,   -1.520,    0.000, 3976.000,    4.056
   1.572, 1404616.000,   99.800,   -0.920,   -0.000, 3976.000,    8.002
   1.576, 1408592.000,   99.800,   -0.260,   -0.000, 3976.000,    4.081
   1.580, 1412568.000,   99.800,    0.330,   -0.000, 3976.000,    3.932
   1.584, 1417568.000,   99.800,    0.920,   -0.000, 5000.000,    3.899
   1.592, 1422568.000,   99.800,    1.580,   -0.000, 5000.000,    8.374
   1.596, 1427568.000,   99.800,    2.180,   -0.000, 5000.000,    3.697
   1.601, 1432568.000,   99.800,    2.700,   -0.000, 5000.000,    4.928
   1.605, 1436544.000,   99.800,    3.430,   -0.000, 3976.000,    4.255
   1.610, 1440520.000,   99.900,    3.960,    8.000, 3976.000,    4.709
   1.618, 1444496.000,   99.800,    4.550,   20.000, 3976.000,    8.130
   1.622, 1448472.000,   99.800,    5.080,   20.000, 3976.000,    4.584
   1.625, 1452448.000,   99.800,    5.670,   20.000, 3976.000,    2.388
   1.629, 1457448.000,   99.800,    6.200,   20.000, 5000.000,    4.101
   1.642, 1467448.000,   99.800,    7.250,    0.000, 4992.000,   13.395
   1.660, 1479376.000,   99.800,    8.770,    0.000, 3976.000,   18.025
   1.677, 1497328.000,   99.800,   10.610,   -0.000, 5000.000,   16.469
   1.695, 1515280.000,   99.800,   12.000,   -0.000, 3976.000,   18.469
   1.711, 1523232.000,   99.800,   12.660,   -0.000, 3976.000,   15.359
   1.715, 1532208.000,   99.800,   13.050,   -0.000, 5000.000,    4.001
   1.719, 1537208.000,   99.800,   13.250,   -0.000, 5000.000,    4.422
   1.727, 1542208.000,   99.800,   13.450,   -0.000, 5000.000,    7.682
   1.733, 1546184.000,   99.800,   13.580,   -0.000, 3976.000,    6.048
   1.736, 1550168.000,   99.800,   13.710,   -0.000, 3984.000,    3.275
   1.740, 1554136.000,   99.800,   13.780,   -0.000, 3968.000,    3.726
   1.744, 1558120.000,   99.800,   13.840,   -0.000, 3984.000,    3.905
   1.752, 1562088.000,   99.800,   13.840,    8.000, 3968.000,    8.269
   1.758, 1566064.000,   99.800,   13.840,   20.000, 3976.000,    5.610
   1.761, 1571080.000,   99.800,   13.840,   20.000, 5016.000,    3.622
   1.765, 1576064.000,   99.800,   13.780,   20.000, 4984.000,    3.616
   1.769, 1581064.000,   99.800,   13.710,   20.000, 5000.000,    4.052
   1.778, 1585040.000,   99.800,   13.580,    0.000, 3976.000,    8.981
   1.781, 1589016.000,   99.800,   13.450,    0.000, 3976.000,    2.944
   1.786, 1592992.000,   99.800,   13.250,    0.000, 3976.000,    5.371
   1.790, 1596968.000,   99.800,   13.050,    0.000, 3976.000,    4.127
   1.797, 1600944.000,   99.800,   12.920,    0.000, 3976.000,    6.249
   1.801, 1605944.000,   99.800,   12.720,   -0.000, 5000.000,    4.136
   1.805, 1610944.000,   99.800,   12.460,   -0.000, 5000.000,    4.027
   1.820, 1619920.000,   99.800,   11.930,   -0.000, 3972.000,   14.972
   1.835, 1635824.000,   99.800,   10.550,   -0.000, 3976.000,   15.469
   1.851, 1649800.000,   99.800,    9.360,   -0.000, 5000.000,   15.519
   1.866, 1658776.000,   99.800,    8.500,   -0.000, 3976.000,   15.245
   1.871, 1666728.000,   99.800,    7.510,   -0.000, 3976.000,    5.028
   1.874, 1670704.000,   99.800,    6.990,   -0.000, 3976.000,    3.552
   1.880, 1674680.000,   99.800,    6.590,   -0.000, 3976.000,    5.280
   1.906, 1697632.000,   99.800,    3.820,   -0.000, 3976.000,   26.048
   1.924, 1709560.000,   99.800,    2.180,   -0.000, 3976.000,   18.054
   1.946, 1733536.000,   99.800,   -0.660,   -0.000, 3976.000,   21.705
   1.965, 1749440.000,   99.800,   -2.830,   -0.000, 3976.000,   19.543
   1.980, 1759440.000,   99.800,   -3.890,   -0.000, 5000.000,   14.821
   1.995, 1777392.000,   99.800,   -5.800,   -0.000, 3976.000,   15.544
   2.011, 1789320.000,   99.800,   -7.120,   -0.000, 3976.000,   15.159
   2.015, 1794320.000,   99.800,   -7.510,   -0.000, 5000.000,    4.291
   2.019, 1799320.000,   99.800,   -7.910,   -0.000, 5000.000,    4.567
   2.027, 1804328.000,   99.800,   -8.170,   -0.000, 5008.000,    7.293
   2.031, 1808296.000,   99.800,   -8.640,   -0.000, 3968.000,    3.995
   2.035, 1812272.000,   99.800,   -8.900,   -0.000, 3976.000,    3.971
   2.039, 1816248.000,   99.800,   -9.230,   -0.000, 3976.000,    4.550
   2.057, 1828176.000,   99.800,   -9.950,   20.000, 3976.000,   17.862
   2.073, 1843176.000,   99.900,  -10.480,   20.000, 5000.000,   15.863
   2.096, 1859080.000,   99.800,  -10.680,    0.000, 3976.000,   22.637
   2.111, 1878056.000,   99.800,  -10.280,    0.000, 5000.000,   15.106
   2.116, 1882032.000,   99.800,  -10.150,    0.000, 3976.000,    5.674
   2.122, 1886008.000,   99.800,   -9.950,    0.000, 3976.000,    5.436
   2.124, 1889984.000,   99.800,   -9.690,    0.000, 3976.000,    2.162
   2.129, 1893960.000,   99.800,   -9.360,    0.000, 3976.000,    5.375
   2.133, 1897936.000,   99.800,   -9.100,    0.000, 3976.000,    3.966
   2.140, 1902940.000,   99.800,   -8.830,    0.000, 5004.000,    7.057
   2.144, 1907936.000,   99.800,   -8.370,   -0.000, 4996.000,    4.029
   2.150, 1912940.000,   99.800,   -8.040,   -0.000, 5004.000,    5.648
   2.157, 1917936.000,   99.800,   -7.580,   -0.000, 4996.000,    6.857
   2.162, 1921924.000,   99.800,   -7.250,   -0.000, 3988.000,    5.414
   2.165, 1925888.000,   99.800,   -6.720,   -0.000, 3964.000,    3.083
   2.170, 1929884.000,   99.800,   -6.260,   -0.000, 3996.000,    4.220
   2.173, 1933840.000,   99.800,   -5.730,    8.000, 3956.000,    3.795
   2.180, 1937836.000,   99.800,   -5.270,    0.000, 3996.000,    6.764
   2.187, 1942816.000,   99.800,   -4.680,    0.000, 4980.000,    6.323
   2.191, 1947820.000,   99.800,   -4.220,    0.000, 5004.000,    4.056
   2.195, 1952816.000,   99.800,   -3.630,    0.000, 4996.000,    4.013
   2.198, 1956792.000,   99.800,   -3.100,    0.000, 3976.000,    3.505
   2.225, 1977696.000,   99.800,    0.000,    0.000, 5000.000,   27.337
   2.240, 1992696.000,   99.800,    1.850,    0.000, 5000.000,   14.784
   2.245, 1996676.000,   99.800,    2.440,    0.000, 3980.000,    4.365
   2.248, 2000648.000,   99.800,    3.030,    0.000, 3972.000,    3.030
   2.256, 2004624.000,   99.800,    3.690,    0.000, 3976.000,    8.291
   2.260, 2008600.000,   99.800,    4.220,    0.000, 3976.000,    3.803
   2.265, 2012576.000,   99.800,    4.880,    0.000, 3976.000,    4.783
   2.268, 2017576.000,   99.800,    5.540,    0.000, 5000.000,    3.827
   2.276, 2022576.000,   99.800,    5.930,    0.000, 5000.000,    7.194
