t, tp, r, y, u, dtp, dt
   4.009, 3536396.000,   99.800,   -7.780,   20.000, 3980.000,    8.816
   4.013, 3540368.000,   99.800,   -7.320,   20.000, 3972.000,    3.735
   4.018, 3545368.000,   99.800,   -6.790,   20.000, 5000.000,    5.589
   4.021, 3550368.000,   99.800,   -6.330,   20.000, 5000.000,    3.003
   4.024, 3555368.000,   99.800,   -5.730,    0.000, 5000.000,    3.336
   4.037, 3559344.000,   99.800,   -5.210,    0.000, 3976.000,   12.049
   4.039, 3563320.000,   99.800,   -4.610,    0.000, 3976.000,    2.424
   4.042, 3567296.000,   99.800,   -3.960,    0.000, 3976.000,    3.004
   4.047, 3571272.000,   99.800,   -3.300,    0.000, 3976.000,    4.589
   4.054, 3575256.000,   99.800,   -2.640,    0.000, 3984.000,    7.045
   4.058, 3580248.000,   99.800,   -1.850,    0.000, 4992.000,    4.432
   4.062, 3585248.000,   99.800,   -1.250,   -0.000, 5000.000,    3.866
   4.066, 3590248.000,   99.800,   -0.460,   -0.000, 5000.000,    4.210
   4.072, 3595248.000,   99.800,    0.260,    8.000, 5000.000,    6.011
   4.079, 3599240.000,   99.800,    1.050,   20.000, 3992.000,    6.633
   4.083, 3603208.000,   99.900,    1.710,   20.000, 3968.000,    4.020
   4.102, 3615132.000,   99.800,    4.220,    0.000, 3980.000,   19.610
   4.118, 3634104.000,   99.800,    7.510,    0.000, 3976.000,   15.229
   4.125, 3638080.000,   99.800,    8.310,    0.000, 3976.000,    7.029
   4.131, 3642056.000,   99.800,    9.100,    0.000, 3976.000,    6.024
   4.133, 3646032.000,   99.800,   10.020,    0.000, 3976.000,    1.946
   4.136, 3650008.000,   99.800,   10.680,    0.000, 3976.000,    3.480
   4.145, 3653984.000,   99.800,   11.600,    0.000, 3976.000,    8.705
   4.149, 3658984.000,   99.800,   12.260,    0.000, 5000.000,    3.828
   4.165, 3672960.000,   99.800,   14.570,    0.000, 3968.000,   16.504
   4.182, 3688864.000,   99.800,   17.140,   20.000, 3976.000,   17.055
   4.206, 3711816.000,   99.800,   19.780,   20.000, 3976.000,   23.966
   4.220, 3719776.000,   99.800,   20.630,   20.000, 3984.000,   13.974
   4.240, 3737728.000,   99.800,   22.210,   20.000, 5008.000,   20.148
   4.266, 3758624.000,   99.800,   23.730,   20.000, 3976.000,   26.181
   4.282, 3771576.000,   99.800,   24.390,   20.000, 5000.000,   15.953
   4.297, 3788504.000,   99.800,   25.110,   20.000, 3976.000,   14.668
   4.315, 3800448.000,   99.800,   25.580,   20.000, 3992.000,   18.370
   4.336, 3819408.000,   99.800,   25.910,   20.000, 3976.000,   20.913
   4.351, 3831336.000,   99.800,   26.170,   20.000, 3976.000,   15.011
   4.353, 3835312.000,   99.800,   26.170,   20.000, 3976.000,    1.836
   4.358, 3839288.000,   99.800,   26.240,   20.000, 3976.000,    4.536
   4.362, 3844296.000,   99.800,   26.240,   20.000, 5008.000,    4.074
   4.366, 3849288.000,   99.800,   26.240,   20.000, 4992.000,    4.247
   4.374, 3853264.000,   99.800,   26.370,    0.000, 3976.000,    7.859
   4.377, 3857240.000,   99.800,   26.370,    0.000, 3976.000,    3.443
   4.382, 3861220.000,   99.800,   26.370,    0.000, 3980.000,    4.479
   4.387, 3865192.000,   99.800,   26.240,    0.000, 3972.000,    5.072
   4.389, 3869172.000,   99.800,   26.240,    0.000, 3980.000,    1.971
   4.398, 3873144.000,   99.800,   26.170,    0.000, 3972.000,    9.331
   4.402, 3878144.000,   99.800,   26.170,    0.000, 5000.000,    3.937
   4.407, 3883144.000,   99.800,   26.100,    0.000, 5000.000,    4.581
   4.411, 3888144.000,   99.800,   25.910,    0.000, 5000.000,    3.872
   4.419, 3892124.000,   99.800,   25.710,    8.000, 3980.000,    8.049
   4.423, 3896096.000,   99.800,   25.580,   20.000, 3972.000,    4.664
   4.427, 3900072.000,   99.800,   25.380,   20.000, 3976.000,    3.395
   4.431, 3904048.000,   99.800,   25.110,   20.000, 3976.000,    3.834
   4.435, 3908024.000,   99.800,   24.850,   20.000, 3976.000,    4.146
   4.444, 3912000.000,   99.800,   24.590,    0.000, 3976.000,    9.342
   4.449, 3917000.000,   99.800,   24.320,    0.000, 5000.000,    4.530
   4.452, 3922000.000,   99.800,   23.990,    0.000, 5000.000,    3.613
   4.455, 3925976.000,   99.800,   23.600,    0.000, 3976.000,    2.356
   4.476, 3937904.000,   99.800,   22.410,   20.000, 3976.000,   21.151
   4.491, 3950856.000,   99.800,   21.090,   20.000, 5000.000,   15.184
   4.493, 3955856.000,   99.800,   20.570,    0.000, 5000.000,    1.965
   4.496, 3960856.000,   99.800,   20.040,    0.000, 5000.000,    3.011
   4.500, 3964832.000,   99.800,   19.580,    0.000, 3976.000,    4.550
   4.515, 3972784.000,   99.800,   18.460,    0.000, 3972.000,   14.899
   4.531, 3985736.000,   99.800,   16.680,    0.000, 5000.000,   15.859
   4.534, 3990736.000,   99.800,   16.080,    0.000, 5000.000,    2.395
   4.537, 3995740.000,   99.800,   15.420,    0.000, 5004.000,    3.451
   4.541, 4000736.000,   99.800,   14.830,    0.000, 4996.000,    4.018
   4.545, 4004712.000,   99.800,   14.110,    0.000, 3976.000,    3.675
   4.551, 4008688.000,   99.800,   13.450,    0.000, 3976.000,    6.140
   4.558, 4012664.000,   99.800,   12.720,    0.000, 3976.000,    6.707
   4.562, 4016640.000,   99.800,   12.000,    0.000, 3976.000,    4.196
   4.566, 4020616.000,   99.800,   11.210,    0.000, 3976.000,    3.928
   4.570, 4025616.000,   99.800,   10.610,    0.000, 5000.000,    4.002
   4.579, 4030616.000,   99.800,    9.820,    0.000, 5000.000,    9.457
   4.583, 4035616.000,   99.800,    9.100,    0.000, 5000.000,    3.990
   4.587, 4039592.000,   99.800,    8.310,    0.000, 3976.000,    3.536
   4.591, 4043568.000,   99.800,    7.650,    0.000, 3976.000,    4.021
   4.595, 4047544.000,   99.800,    6.860,    0.000, 3976.000,    3.906
   4.602, 4051520.000,   99.800,    6.060,    8.000, 3976.000,    7.596
   4.607, 4055496.000,   99.800,    5.270,   20.000, 3976.000,    4.451
   4.611, 4059472.000,   99.800,    4.480,   20.000, 3976.000,    3.994
   4.615, 4064472.000,   99.800,    3.690,   20.000, 5000.000,    4.183
   4.623, 4069472.000,   99.800,    2.970,   20.000, 5000.000,    8.505
   4.629, 4074472.000,   99.800,    2.180,   20.000, 5000.000,    5.748
   4.631, 4078448.000,   99.800,    1.450,   20.000, 3976.000,    1.895
   4.636, 4082424.000,   99.800,    0.660,   20.000, 3976.000,    4.923
   4.640, 4086400.000,   99.900,    0.070,   20.000, 3976.000,    3.923
   4.647, 4090380.000,   99.800,   -0.730,    0.000, 3980.000,    7.497
   4.651, 4094352.000,   99.800,   -1.250,    0.000, 3972.000,    3.979
   4.657, 4099352.000,   99.800,   -1.980,    0.000, 5000.000,    5.727
   4.661, 4104352.000,   99.800,   -2.500,    0.000, 5000.000,    3.828
   4.665, 4109352.000,   99.800,   -3.100,    0.000, 5000.000,    4.330
   4.672, 4113328.000,   99.800,   -3.630,    0.000, 3976.000,    6.674
   4.676, 4117304.000,   99.800,   -4.150,    0.000, 3976.000,    4.381
   4.680, 4121280.000,   99.800,   -4.610,    0.000, 3976.000,    3.869
   4.685, 4125256.000,   99.800,   -5.010,    0.000, 3976.000,    4.437
   4.693, 4129232.000,   99.800,   -5.470,    0.000, 3976.000,    8.142
   4.698, 4134232.000,   99.800,   -5.930,    0.000, 5000.000,    5.484
   4.702, 4139232.000,   99.800,   -6.200,    0.000, 5000.000,    4.231
   4.705, 4144232.000,   99.800,   -6.590,    0.000, 5000.000,    2.323
   4.709, 4149248.000,   99.800,   -6.860,    0.000, 5016.000,    4.004
   4.718, 4153208.000,   99.800,   -7.120,    0.000, 3960.000,    9.313
   4.721, 4157192.000,   99.800,   -7.380,   -0.000, 3984.000,    3.364
   4.727, 4161160.000,   99.800,   -7.650,   -0.000, 3968.000,    5.478
   4.731, 4165136.000,   99.800,   -7.840,    8.000, 3976.000,    3.825
   4.738, 4169112.000,   99.800,   -8.040,    0.000, 3976.000,    7.335
   4.742, 4174112.000,   99.800,   -8.110,    0.000, 5000.000,    4.103
   4.746, 4179112.000,   99.800,   -8.170,    0.000, 5000.000,    4.386
   4.751, 4184116.000,   99.800,   -8.310,    0.000, 5004.000,    4.131
   4.755, 4188088.000,   99.800,   -8.370,    0.000, 3972.000,    3.992
   4.776, 4203992.000,   99.800,   -8.310,    0.000, 3976.000,   21.060
   4.793, 4218992.000,   99.800,   -7.910,    0.000, 5000.000,   16.863
   4.807, 4231944.000,   99.800,   -7.320,    0.000, 3976.000,   14.849
   4.823, 4243884.000,   99.800,   -6.590,   -0.000, 3988.000,   15.797
   4.828, 4248872.000,   99.800,   -6.330,   -0.000, 4988.000,    4.354
   4.832, 4253872.000,   99.800,   -6.000,   -0.000, 5000.000,    4.004
   4.837, 4258872.000,   99.800,   -5.670,   -0.000, 5000.000,    5.589
   4.841, 4262848.000,   99.800,   -5.410,    8.000, 3976.000,    3.978
   4.845, 4266824.000,   99.800,   -4.940,   20.000, 3976.000,    3.646
   4.853, 4270800.000,   99.900,   -4.610,   20.000, 3976.000,    7.940
   4.858, 4274776.000,   99.800,   -4.150,   20.000, 3976.000,    5.027
   4.862, 4278752.000,   99.800,   -3.820,   20.000, 3976.000,    4.187
   4.865, 4282728.000,   99.900,   -3.360,   20.000, 3976.000,    2.676
   4.874, 4287728.000,   99.800,   -2.900,   20.000, 5000.000,    9.216
   4.878, 4292728.000,   99.800,   -2.370,    0.000, 5000.000,    4.118
   4.882, 4297728.000,   99.800,   -1.980,    0.000, 5000.000,    3.889
   4.886, 4301704.000,   99.800,   -1.450,    0.000, 3976.000,    4.266
   4.890, 4305680.000,   99.800,   -0.920,    0.000, 3976.000,    3.758
   4.898, 4309656.000,   99.800,   -0.260,    8.000, 3976.000,    8.091
   4.902, 4313632.000,   99.900,    0.130,   20.000, 3976.000,    3.952
   4.906, 4317612.000,   99.800,    0.790,   20.000, 3980.000,    4.564
   4.910, 4322608.000,   99.800,    1.380,   20.000, 4996.000,    3.915
   4.914, 4327608.000,   99.800,    1.980,    0.000, 5000.000,    4.085
   4.922, 4332608.000,   99.800,    2.500,    0.000, 5000.000,    7.088
   4.927, 4336584.000,   99.800,    3.230,    0.000, 3976.000,    5.639
   4.932, 4340560.000,   99.800,    3.820,    0.000, 3976.000,    4.701
   4.935, 4344536.000,   99.800,    4.550,    0.000, 3976.000,    2.922
   4.942, 4348512.000,   99.800,    5.080,    0.000, 3976.000,    7.608
   4.947, 4352488.000,   99.800,    5.800,    0.000, 3976.000,    5.040
   4.951, 4357488.000,   99.800,    6.390,    0.000, 5000.000,    3.537
   4.955, 4362488.000,   99.800,    7.120,    0.000, 5000.000,    4.466
   4.963, 4367492.000,   99.800,    7.710,    0.000, 5004.000,    7.331
   4.967, 4372488.000,   99.800,    8.440,    0.000, 4996.000,    4.065
   4.971, 4376464.000,   99.800,    9.030,    0.000, 3976.000,    3.785
   4.976, 4380440.000,   99.800,    9.620,    0.000, 3976.000,    5.636
   4.980, 4384416.000,   99.800,   10.280,    0.000, 3976.000,    4.177
   4.989, 4388392.000,   99.800,   10.810,   -0.000, 3976.000,    8.540
   4.996, 4397368.000,   99.800,   11.930,   -0.000, 5000.000,    6.989
   5.000, 4402368.000,   99.800,   12.520,   -0.000, 5000.000,    4.015
   5.004, 4407372.000,   99.800,   13.050,   -0.000, 5004.000,    3.850
   5.012, 4411344.000,   99.800,   13.580,   -0.000, 3972.000,    8.223
   5.017, 4415320.000,   99.800,   14.040,   -0.000, 3976.000,    5.428
   5.021, 4419296.000,   99.800,   14.500,   -0.000, 3976.000,    3.848
   5.025, 4423272.000,   99.800,   14.900,   -0.000, 3976.000,    3.943
   5.032, 4427248.000,   99.800,   15.290,   -0.000, 3976.000,    7.200
   5.037, 4431224.000,   99.800,   15.620,    8.000, 3976.000,    4.472
   5.041, 4436224.000,   99.800,   15.950,   20.000, 5000.000,    4.265
   5.045, 4441224.000,   99.800,   16.220,   20.000, 5000.000,    3.910
   5.050, 4446228.000,   99.800,   16.610,    0.000, 5004.000,    5.106
   5.057, 4450200.000,   99.800,   16.740,    0.000, 3972.000,    6.610
   5.060, 4454176.000,   99.800,   17.010,    0.000, 3976.000,    3.650
   5.072, 4462128.000,   99.800,   17.400,    0.000, 3972.000,   11.892
   5.091, 4481104.000,   99.800,   17.730,    0.000, 5000.000,   18.363
   5.105, 4489056.000,   99.800,   17.670,    0.000, 3976.000,   14.588
   5.123, 4504960.000,   99.800,   17.200,    0.000, 3976.000,   17.440
   5.144, 4523936.000,   99.800,   16.150,    0.000, 3976.000,   20.739
   5.159, 4539840.000,   99.800,   14.630,    8.000, 3976.000,   15.907
   5.165, 4544840.000,   99.800,   14.110,    8.000, 5000.000,    5.307
   5.172, 4549840.000,   99.800,   13.710,    8.000, 5000.000,    7.593
   5.177, 4554840.000,   99.710,   13.180,   20.000, 5000.000,    4.500
   5.181, 4559856.000,   99.800,   12.660,   20.000, 5016.000,    4.310
   5.185, 4563816.000,   99.900,   12.130,   20.000, 3960.000,    3.630
   5.194, 4567792.000,   99.800,   11.470,    0.000, 3976.000,    9.060
   5.198, 4571768.000,   99.800,   10.940,    0.000, 3976.000,    3.790
   5.201, 4575744.000,   99.800,   10.350,    0.000, 3976.000,    3.703
   5.205, 4579720.000,   99.800,    9.760,    0.000, 3976.000,    3.458
   5.209, 4584720.000,   99.800,    9.030,    0.000, 5000.000,    4.095
   5.218, 4589720.000,   99.800,    8.500,    0.000, 5000.000,    9.367
   5.221, 4594720.000,   99.800,    7.780,    0.000, 5000.000,    3.273
   5.225, 4598696.000,   99.800,    7.120,    0.000, 3976.000,    3.022
   5.230, 4602672.000,   99.800,    6.460,    0.000, 3976.000,    5.005
   5.234, 4606648.000,   99.800,    5.800,    0.000, 3976.000,    4.069
   5.242, 4610628.000,   99.800,    5.080,   -0.000, 3980.000,    8.045
   5.246, 4614600.000,   99.800,    4.350,   -0.000, 3972.000,    4.048
   5.250, 4619600.000,   99.800,    3.760,   -0.000, 5000.000,    3.938
   5.254, 4624604.000,   99.800,    3.030,    8.000, 5004.000,    3.986
   5.262, 4629604.000,   99.800,    2.440,   20.000, 5000.000,    8.108
   5.265, 4633576.000,   99.800,    1.650,   20.000, 3972.000,    3.574
   5.271, 4637552.000,   99.800,    1.050,   20.000, 3976.000,    6.068
   5.275, 4641528.000,   99.800,    0.330,   20.000, 3976.000,    3.410
   5.279, 4645504.000,   99.800,   -0.260,   20.000, 3976.000,    4.196
   5.286, 4649480.000,   99.800,   -0.990,   20.000, 3976.000,    7.083
   5.290, 4653456.000,   99.800,   -1.520,   20.000, 3976.000,    4.059
   5.295, 4658456.000,   99.800,   -2.240,   20.000, 5000.000,    4.519
   5.299, 4663460.000,   99.800,   -2.770,   20.000, 5004.000,    3.941
   5.308, 4668456.000,   99.800,   -3.300,   20.000, 4996.000,    9.491
   5.312, 4672432.000,   99.800,   -3.690,   20.000, 3976.000,    3.973
   5.315, 4676408.000,   99.800,   -4.220,   20.000, 3976.000,    2.532
   5.321, 4680384.000,   99.800,   -4.680,   20.000, 3976.000,    6.052
   5.323, 4684360.000,   99.800,   -5.010,   20.000, 3976.000,    2.570
   5.331, 4688336.000,   99.800,   -5.470,    0.000, 3976.000,    7.818
   5.337, 4693348.000,   99.800,   -5.730,    0.000, 5012.000,    5.506
   5.340, 4698336.000,   99.800,   -6.000,    0.000, 4988.000,    3.913
   5.344, 4703336.000,   99.800,   -6.200,    0.000, 5000.000,    4.061
   5.353, 4708336.000,   99.800,   -6.330,   -0.000, 5000.000,    8.967
   5.356, 4712312.000,   99.800,   -6.530,   -0.000, 3976.000,    2.468
   5.360, 4716288.000,   99.800,   -6.590,   -0.000, 3976.000,    4.165
   5.364, 4720272.000,   99.800,   -6.720,   -0.000, 3984.000,    3.796
   5.368, 4724240.000,   99.800,   -6.720,   -0.000, 3968.000,    4.256
   5.377, 4728228.000,   99.800,   -6.720,   -0.000, 3988.000,    8.533
   5.383, 4733216.000,   99.800,   -6.720,   -0.000, 4988.000,    5.894
   5.385, 4738216.000,   99.800,   -6.590,   -0.000, 5000.000,    1.990
   5.390, 4743216.000,   99.800,   -6.530,   -0.000, 5000.000,    5.389
   5.393, 4747200.000,   99.800,   -6.460,    8.000, 3984.000,    3.052
   5.401, 4751168.000,   99.800,   -6.260,    0.000, 3968.000,    7.568
   5.406, 4755164.000,   99.800,   -6.060,    0.000, 3996.000,    5.043
   5.413, 4759120.000,   99.800,   -5.800,    0.000, 3956.000,    7.575
   5.415, 4763096.000,   99.800,   -5.670,    0.000, 3976.000,    1.886
   5.422, 4768096.000,   99.800,   -5.270,    0.000, 5000.000,    6.702
   5.426, 4773096.000,   99.800,   -5.010,    0.000, 5000.000,    4.587
   5.430, 4778100.000,   99.800,   -4.750,    0.000, 5004.000,    3.988
   5.435, 4783096.000,   99.800,   -4.420,    0.000, 4996.000,    4.548
   5.438, 4787076.000,   99.800,   -4.090,    0.000, 3980.000,    3.037
   5.446, 4791048.000,   99.800,   -3.630,   -0.000, 3972.000,    8.462
   5.450, 4795024.000,   99.800,   -3.300,   -0.000, 3976.000,    4.023
   5.455, 4799000.000,   99.800,   -2.830,   -0.000, 3976.000,    4.567
   5.459, 4802976.000,   99.800,   -2.500,    8.000, 3976.000,    4.019
   5.466, 4807976.000,   99.800,   -1.980,   20.000, 5000.000,    7.442
   5.472, 4812976.000,   99.800,   -1.580,   20.000, 5000.000,    5.994
   5.477, 4817976.000,   99.710,   -1.050,   20.000, 5000.000,    4.507
   5.479, 4821956.000,   99.800,   -0.660,   20.000, 3980.000,    1.644
   5.483, 4825928.000,   99.800,   -0.130,   20.000, 3972.000,    4.273
   5.503, 4837856.000,   99.800,    1.380,    0.000, 3976.000,   19.772
   5.523, 4857856.000,   99.800,    3.760,    8.000, 5000.000,   20.333
   5.538, 4869784.000,   99.800,    5.540,    8.000, 3976.000,   15.221
   5.542, 4873760.000,   99.800,    6.200,   20.000, 3976.000,    3.534
   5.545, 4877736.000,   99.800,    6.720,   20.000, 3976.000,    3.191
   5.550, 4882736.000,   99.800,    7.450,   20.000, 5000.000,    4.823
   5.558, 4887736.000,   99.800,    7.980,   20.000, 5000.000,    8.164
   5.568, 4896712.000,   99.800,    9.290,    0.000, 3976.000,   10.395
   5.585, 4908640.000,   99.800,   11.140,    0.000, 3976.000,   17.126
   5.600, 4926592.000,   99.800,   13.510,    0.000, 5000.000,   14.599
   5.606, 4931592.000,   99.800,   14.040,    0.000, 5000.000,    5.974
   5.610, 4935568.000,   99.800,   14.570,    0.000, 3976.000,    4.322
   5.614, 4939544.000,   99.800,   15.100,    0.000, 3976.000,    4.101
   5.618, 4943520.000,   99.800,   15.620,    0.000, 3976.000,    4.028
   5.626, 4947496.000,   99.800,   16.080,    0.000, 3976.000,    7.572
   5.630, 4951472.000,   99.800,   16.480,    0.000, 3976.000,    4.004
   5.638, 4956472.000,   99.800,   16.940,    0.000, 5000.000,    8.130
   5.640, 4961472.000,   99.800,   17.400,    0.000, 5000.000,    1.890
   5.643, 4966472.000,   99.800,   17.670,    0.000, 5000.000,    2.600
   5.666, 4982376.000,   99.800,   18.790,    0.000, 3976.000,   22.887
   5.682, 4995328.000,   99.800,   19.310,   -0.000, 5000.000,   15.989
   5.706, 5017256.000,   99.800,   19.310,    8.000, 3976.000,   24.117
   5.720, 5025208.000,   99.800,   19.050,    8.000, 3976.000,   14.541
   5.723, 5030208.000,   99.800,   18.850,   20.000, 5000.000,    2.436
   5.725, 5035208.000,   99.800,   18.590,   20.000, 5000.000,    2.347
   5.729, 5040208.000,   99.800,   18.460,   20.000, 5000.000,    4.020
   5.734, 5044184.000,   99.800,   18.190,   20.000, 3976.000,    5.226
   5.742, 5048160.000,   99.800,   17.930,   20.000, 3976.000,    7.923
   5.747, 5052136.000,   99.800,   17.530,   20.000, 3976.000,    4.527
   5.751, 5056128.000,   99.710,   17.200,   20.000, 3992.000,    3.952
   5.755, 5060088.000,   99.800,   16.870,   20.000, 3960.000,    4.016
   5.762, 5064064.000,   99.800,   16.410,   20.000, 3976.000,    7.468
   5.767, 5069064.000,   99.800,   16.080,    0.000, 5000.000,    4.523
   5.771, 5074064.000,   99.800,   15.620,    0.000, 5000.000,    4.016
   5.775, 5079064.000,   99.800,   15.290,    0.000, 5000.000,    4.074
   5.778, 5083040.000,   99.800,   14.900,    0.000, 3976.000,    3.375
   5.787, 5087016.000,   99.800,   14.370,    8.000, 3976.000,    8.445
   5.791, 5091012.000,   99.800,   14.040,   20.000, 3996.000,    3.986
   5.794, 5094968.000,   99.800,   13.510,   20.000, 3956.000,    3.931
   5.798, 5098944.000,   99.800,   13.050,   20.000, 3976.000,    3.678
   5.804, 5102920.000,   99.800,   12.520,    0.000, 3976.000,    5.981
   5.811, 5107920.000,   99.800,   12.190,    0.000, 5000.000,    6.516
   5.815, 5112920.000,   99.800,   11.670,    0.000, 5000.000,    4.093
   5.820, 5117920.000,   99.800,   11.210,    0.000, 5000.000,    5.539
   5.826, 5121896.000,   99.800,   10.680,    0.000, 3976.000,    6.140
   5.832, 5125872.000,   99.800,   10.280,    0.000, 3976.000,    5.284
   5.837, 5129848.000,   99.800,    9.760,    0.000, 3976.000,    5.401
   5.841, 5133824.000,   99.800,    9.290,    0.000, 3976.000,    3.691
   5.844, 5138824.000,   99.800,    8.770,    0.000, 5000.000,    3.008
   5.851, 5143824.000,   99.800,    8.240,    0.000, 5000.000,    6.744
   5.861, 5153824.000,   99.800,    7.250,   20.000, 5000.000,   10.753
   5.865, 5157800.000,   99.900,    6.720,   20.000, 3976.000,    3.734
   5.878, 5165752.000,   99.800,    5.670,   20.000, 3976.000,   12.526
   5.892, 5178704.000,   99.800,    4.280,    0.000, 5000.000,   14.864
   5.908, 5193704.000,   99.800,    2.970,    0.000, 5000.000,   15.865
   5.925, 5205632.000,   99.800,    1.850,    0.000, 3976.000,   16.269
   5.940, 5223584.000,   99.800,    0.260,   -0.000, 5000.000,   15.698
   5.955, 5236536.000,   99.800,   -0.660,   -0.000, 3976.000,   15.116
   5.975, 5253464.000,   99.800,   -1.780,   -0.000, 5000.000,   20.123
   5.991, 5268464.000,   99.800,   -2.570,   -0.000, 5000.000,   15.643
   6.016, 5288344.000,   99.800,   -3.430,    8.000, 3976.000,   24.863
